Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Success_Category,Critic_Category,User_Category,NA_Ratio,EU_Ratio,JP_Ratio,Cluster
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,48.0,4.6,Low,Poor,Poor,0.6666666666666667,0.33333333333333337,0.0,2
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,73.0,8.4,Low,Average,Good,0.0,0.6666666666666667,0.0,1
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,88.0,8.4,Low,Excellent,Good,0.0,0.6666666666666667,0.0,1
Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,4.8,Low,Average,Poor,0.0,1.0,0.0,1
Bus Simulator 16,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,6.1,Low,Poor,Average,0.0,1.0,0.0,1
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,3.5,Low,Poor,Poor,0.6666666666666667,0.33333333333333337,0.0,2
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,43.0,7.4,Low,Poor,Good,0.33333333333333337,0.0,0.33333333333333337,0
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,6.6,Low,Good,Average,0.33333333333333337,0.0,0.33333333333333337,0
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,68.0,7.4,Low,Average,Good,0.33333333333333337,0.33333333333333337,0.0,3
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,6.6,Low,Poor,Average,0.0,0.6666666666666667,0.0,1
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,57.0,7.8,Low,Poor,Good,0.6666666666666667,0.0,0.0,3
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,6.2,Low,Average,Average,0.33333333333333337,0.33333333333333337,0.0,3
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,62.0,6.4,Low,Average,Average,0.0,0.6666666666666667,0.0,1
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,6.2,Low,Good,Average,0.0,1.0,0.0,1
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86.0,7.7,Low,Excellent,Good,0.5,0.5,0.0,3
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,58.0,7.1,Low,Poor,Good,0.0,0.0,1.0,0
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,62.0,6.5,Low,Average,Average,0.0,1.0,0.0,1
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,7.9,Low,Poor,Good,0.0,1.0,0.0,1
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,64.0,7.3,Low,Average,Good,0.0,0.5,0.5,0
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,81.0,9.0,Low,Good,Excellent,0.0,0.0,1.0,0
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,4.5,Low,Poor,Poor,0.0,1.0,0.0,2
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,78.0,7.8,Low,Good,Good,0.0,1.0,0.0,1
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02,55.0,4.7,Low,Poor,Poor,1.0,0.0,0.0,2
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,58.0,5.8,Low,Poor,Average,0.0,1.0,0.0,1
Sacred 3,PC,2014,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,1.4,Low,Poor,Poor,0.0,1.0,0.0,2
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,69.0,3.7,Low,Average,Poor,0.0,1.0,0.0,1
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65.0,7.3,Low,Average,Good,0.0,0.0,1.0,0
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0.0,0.0,0.0,0.02,63.0,6.2,Low,Average,Average,1.0,0.0,0.0,3
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.02,52.0,7.1,Low,Poor,Good,0.5,0.5,0.0,2
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43.0,2.4,Low,Poor,Poor,0.0,1.0,0.0,2
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0.0,0.0,0.0,0.02,79.0,8.5,Low,Good,Good,1.0,0.0,0.0,3
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,8.5,Low,Average,Good,0.0,1.0,0.0,1
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,5.4,Low,Average,Average,0.0,1.0,0.0,1
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,40.0,5.8,Low,Poor,Average,0.0,0.0,1.0,0
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,70.0,7.4,Low,Average,Good,0.0,0.0,1.0,0
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,2.4,Low,Poor,Poor,0.5,0.5,0.0,2
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69.0,7.9,Low,Average,Good,0.0,0.0,1.0,0
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,4.2,Low,Poor,Poor,1.0,0.0,0.0,2
The Crew: Wild Run,XOne,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65.0,6.6,Low,Average,Average,0.0,1.0,0.0,1
The Crew: Wild Run,PC,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,7.4,Low,Average,Good,0.0,1.0,0.0,1
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,89.0,8.3,Low,Excellent,Good,0.0,1.0,0.0,1
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0.0,0.0,0.0,0.02,48.0,2.0,Low,Poor,Poor,0.5,0.0,0.0,2
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,50.0,5.0,Low,Poor,Poor,0.0,1.0,0.0,1
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,49.0,6.0,Low,Poor,Average,0.5,0.0,0.0,2
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87.0,8.7,Low,Excellent,Excellent,0.0,1.0,0.0,1
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,77.0,7.2,Low,Good,Good,0.0,1.0,0.0,1
Quantum Break,PC,2016,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,66.0,4.3,Low,Average,Poor,0.0,0.5,0.0,1
DuckTales: Remastered,PC,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,7.6,Low,Average,Good,0.0,0.5,0.0,1
Assetto Corsa,XOne,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,63.0,6.7,Low,Average,Average,0.0,0.5,0.0,1
Contrast,PC,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62.0,7.7,Low,Average,Good,0.0,1.0,0.0,1
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,72.0,6.2,Low,Average,Average,0.0,1.0,0.0,1
Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,72.0,5.8,Low,Average,Average,0.0,1.0,1.0,0
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.3,Low,Excellent,Average,0.0,1.0,0.0,1
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,6.2,Low,Average,Average,0.0,1.0,0.0,1
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.01,77.0,8.4,Low,Good,Good,1.0,0.0,0.0,3
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,73.0,6.9,Low,Average,Average,0.0,1.0,0.0,1
War for the Overworld,PC,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,65.0,7.7,Low,Average,Good,0.0,1.0,0.0,1
Darksiders: Warmastered Edition,XOne,2016,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01,80.0,7.9,Low,Good,Good,1.0,0.0,0.0,3
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,56.0,6.8,Low,Poor,Average,0.0,1.0,0.0,1
htoL#NiQ: The Firefly Diary,PSV,2014,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,58.0,7.7,Low,Poor,Good,0.0,0.0,1.0,0
Worms: WMD,XOne,2016,Action,Sold Out,0.01,0.0,0.0,0.0,0.01,75.0,8.1,Low,Average,Good,1.0,0.0,0.0,3
Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,5.7,Low,Average,Average,0.0,1.0,0.0,1
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,65.0,7.3,Low,Average,Good,0.0,1.0,0.0,1
Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.01,0.0,0.0,0.0,0.01,56.0,3.1,Low,Poor,Poor,1.0,0.0,0.0,2
Agatha Christie's The ABC Murders,XOne,2016,Adventure,Microids,0.01,0.0,0.0,0.0,0.01,66.0,7.5,Low,Average,Good,1.0,0.0,0.0,3
Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,71.0,7.1,Low,Average,Good,0.0,1.0,0.0,1
Goat Simulator,XOne,2016,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,53.0,6.3,Low,Poor,Average,0.0,1.0,0.0,1
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01,67.0,7.1,Low,Average,Good,0.0,1.0,0.0,1
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,70.0,7.4,Low,Average,Good,0.0,0.0,1.0,0
Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01,72.0,7.1,Low,Average,Good,0.0,1.0,0.0,1
Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,71.0,7.1,Low,Average,Good,0.0,1.0,0.0,1
TrackMania Turbo,PC,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,6.8,Low,Good,Average,0.0,1.0,0.0,1
Super Dungeon Bros,PS4,2016,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01,42.0,2.3,Low,Poor,Poor,1.0,0.0,0.0,2
Sherlock Holmes: The Devil's Daughter,PS4,2016,Adventure,Bigben Interactive,0.01,0.0,0.0,0.0,0.01,70.0,6.8,Low,Average,Average,1.0,0.0,0.0,3
Root Letter,PS4,2016,Adventure,PQube,0.0,0.0,0.01,0.0,0.01,69.0,7.5,Low,Average,Good,0.0,0.0,1.0,0
Ride 2,PC,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,78.0,7.9,Low,Good,Good,0.0,1.0,0.0,1
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,82.0,8.3,Low,Good,Good,0.0,0.0,1.0,0
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0.0,0.0,0.0,0.01,61.0,7.9,Low,Average,Good,1.0,0.0,0.0,3
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0.0,0.0,0.0,0.01,51.0,5.5,Low,Poor,Average,1.0,0.0,0.0,2
Saints Row: Gat out of Hell,XOne,2015,Action,Deep Silver,0.0,0.01,0.0,0.0,0.01,65.0,6.0,Low,Average,Average,0.0,1.0,0.0,1
Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,63.0,8.2,Low,Average,Good,0.0,1.0,0.0,1
Fast Racing Neo ,WiiU,2016,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,81.0,8.5,Low,Good,Good,0.0,1.0,0.0,1
Prison Architect,XOne,2016,Action,Introversion Software,0.01,0.0,0.0,0.0,0.01,74.0,6.7,Low,Average,Average,1.0,0.0,0.0,3
Metal Gear Solid V: Ground Zeroes,PC,2014,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,80.0,7.6,Low,Good,Good,0.0,1.0,0.0,1
